Node,Frequency,Frequency_in_cancer,In_Degree,Out_Degree
2814,0.0018148820326678765,0.002004008016032064,0,162
2815,0.0018148820326678765,0.002004008016032064,0,402
2816,0.3430127041742287,0.3486973947895792,641,0
2817,0.6279491833030852,0.6773547094188377,875,0
2818,0.778584392014519,0.8096192384769539,2200,0
2819,0.003629764065335753,0.004008016032064128,2,1041
2820,0.0018148820326678765,0.002004008016032064,0,378
2821,0.21234119782214156,0.21643286573146292,203,0
2822,0.003629764065335753,0.004008016032064128,1,2503
2823,0.007259528130671506,0.008016032064128256,4,613
2824,0.15063520871143377,0.16432865731462926,143,0
2825,0.007259528130671506,0.006012024048096192,6,266
2826,0.014519056261343012,0.01603206412825651,17,371
2827,0.484573502722323,0.4909819639278557,690,0
2828,0.3684210526315789,0.374749498997996,494,0
2829,0.5535390199637024,0.5891783567134269,783,0
2830,0.018148820326678767,0.02004008016032064,11,326
2831,0.4192377495462795,0.44488977955911824,480,0
2832,0.0054446460980036296,0.004008016032064128,2,0
2833,0.6134301270417423,0.657314629258517,1175,0
2834,0.003629764065335753,0.0,2,218
2835,0.13430127041742287,0.13226452905811623,49,0
2836,0.018148820326678767,0.018036072144288578,20,19
2837,0.20508166969147004,0.22044088176352705,246,0
2838,0.06896551724137931,0.07615230460921844,42,34
2839,0.02722323049001815,0.03006012024048096,10,837
2840,0.39201451905626133,0.42685370741482964,435,0
2841,0.09437386569872959,0.10420841683366733,77,39
2842,0.038112522686025406,0.04008016032064128,49,83
2843,0.4029038112522686,0.4148296593186373,875,0
2844,0.019963702359346643,0.02004008016032064,18,242
2845,0.1996370235934664,0.218436873747495,259,0
2846,0.1161524500907441,0.11823647294589178,97,6
2847,0.8257713248638838,0.8717434869739479,1778,0
2848,0.038112522686025406,0.04008016032064128,26,99
2849,0.09618874773139746,0.10020040080160321,95,0
2850,0.009074410163339383,0.01002004008016032,10,763
2851,0.045372050816696916,0.050100200400801605,51,0
2852,0.05263157894736842,0.052104208416833664,58,6
2853,0.045372050816696916,0.04809619238476954,26,522
2854,0.041742286751361164,0.04408817635270541,25,26
2855,0.18874773139745918,0.20641282565130262,147,0
2856,0.07441016333938294,0.07615230460921844,40,1
2857,0.014519056261343012,0.014028056112224449,11,214
2858,0.021778584392014518,0.018036072144288578,9,134
2859,0.007259528130671506,0.002004008016032064,3,563
2860,0.050816696914700546,0.050100200400801605,51,6
2861,0.04900181488203267,0.052104208416833664,33,65
2862,0.0998185117967332,0.11022044088176353,108,0
2863,0.025408348457350273,0.01603206412825651,13,0
2864,0.44101633393829404,0.4348697394789579,768,0
2865,0.29945553539019965,0.3106212424849699,491,0
2866,0.003629764065335753,0.004008016032064128,2,1464
2867,0.02722323049001815,0.028056112224448898,32,5
2868,0.6588021778584392,0.655310621242485,1425,0
2869,0.10707803992740472,0.11222444889779559,99,1
2870,0.0054446460980036296,0.006012024048096192,3,976
2871,0.1869328493647913,0.18637274549098196,202,0
2872,0.023593466424682397,0.02404809619238477,21,272
2873,0.09437386569872959,0.10020040080160321,102,9
2874,0.007259528130671506,0.008016032064128256,5,424
2875,0.42286751361161523,0.45090180360721444,868,0
2876,0.056261343012704176,0.05811623246492986,65,14
2877,0.023593466424682397,0.02004008016032064,11,173
2878,0.27404718693284935,0.29458917835671344,369,0
2879,0.032667876588021776,0.036072144288577156,20,99
2880,0.056261343012704176,0.06212424849699399,34,1132
2881,0.08892921960072596,0.09218436873747494,91,13
2882,0.003629764065335753,0.004008016032064128,2,933
2883,0.041742286751361164,0.04408817635270541,18,201
2884,0.0054446460980036296,0.006012024048096192,3,95
2885,0.24319419237749546,0.250501002004008,491,0
2886,0.036297640653357534,0.04008016032064128,18,6
2887,0.0998185117967332,0.11022044088176353,42,10
2888,0.35753176043557167,0.37675350701402804,289,0
2889,0.0852994555353902,0.08817635270541083,66,3
2890,0.014519056261343012,0.01603206412825651,7,2631
2891,0.5862068965517241,0.6172344689378757,873,0
2892,0.041742286751361164,0.04408817635270541,50,396
2893,0.147005444646098,0.1623246492985972,193,0
2894,0.010889292196007259,0.012024048096192385,5,1317
2895,0.045372050816696916,0.04408817635270541,35,10
2896,0.003629764065335753,0.004008016032064128,2,562
2897,0.047186932849364795,0.052104208416833664,39,70
2898,0.20508166969147004,0.22044088176352705,245,0
2899,0.41742286751361163,0.42084168336673344,1059,0
2900,0.009074410163339383,0.01002004008016032,5,894
2901,0.6787658802177858,0.6753507014028056,1037,0
2902,0.1560798548094374,0.1523046092184369,190,0
2903,0.030852994555353903,0.03406813627254509,21,1001
2904,0.20871143375680581,0.218436873747495,259,0
2905,0.17422867513611615,0.1743486973947896,140,0
2906,0.4954627949183303,0.4969939879759519,949,0
2907,0.3139745916515426,0.3246492985971944,304,0
2908,0.0018148820326678765,0.002004008016032064,0,794
2909,0.1724137931034483,0.17635270541082165,238,0
2910,0.3484573502722323,0.3667334669338677,715,0
2911,0.1088929219600726,0.12024048096192384,69,119
2912,0.003629764065335753,0.004008016032064128,2,959
2913,0.021778584392014518,0.02004008016032064,8,159
2914,0.02722323049001815,0.028056112224448898,14,322
2915,0.4246823956442831,0.45490981963927857,619,0
2916,0.021778584392014518,0.02404809619238477,13,536
2917,0.16333938294010888,0.1743486973947896,150,0
2918,0.0054446460980036296,0.006012024048096192,2,85
2919,0.17604355716878403,0.17234468937875752,160,0
2920,0.5553539019963702,0.5571142284569138,1455,0
2921,0.3647912885662432,0.39478957915831664,563,0
2922,0.4010889292196007,0.4348697394789579,669,0
2923,0.039927404718693285,0.03807615230460922,29,30
2924,0.012704174228675136,0.014028056112224449,7,452
2925,0.050816696914700546,0.05410821643286573,29,285
2926,0.1851179673321234,0.20040080160320642,261,0
2927,0.33212341197822143,0.34468937875751504,744,0
2928,0.07985480943738657,0.08016032064128256,37,13
2929,0.021778584392014518,0.02004008016032064,9,16
2930,0.010889292196007259,0.012024048096192385,11,669
2931,0.06715063520871144,0.07414829659318638,47,6
2932,0.06533575317604355,0.06613226452905811,30,3
2933,0.021778584392014518,0.02404809619238477,10,845
2934,0.37568058076225047,0.4028056112224449,697,0
2935,0.0054446460980036296,0.006012024048096192,3,1678
2936,0.20508166969147004,0.2124248496993988,303,0
2937,0.019963702359346643,0.022044088176352707,10,153
2938,0.15970961887477314,0.16633266533066132,119,0
2939,0.3030852994555354,0.32665330661322645,273,0
2940,0.043557168784029036,0.04609218436873747,39,9
2941,0.12522686025408347,0.12424849699398798,106,23
2942,0.018148820326678767,0.02004008016032064,8,9
2943,0.0018148820326678765,0.002004008016032064,0,297
2944,0.4646098003629764,0.501002004008016,1363,0
2945,0.012704174228675136,0.014028056112224449,12,393
2946,0.025408348457350273,0.026052104208416832,30,25
2947,0.16515426497277677,0.17234468937875752,194,0
2948,0.034482758620689655,0.03807615230460922,16,2
2949,0.1560798548094374,0.16633266533066132,114,0
2950,0.426497277676951,0.4529058116232465,541,0
2951,0.147005444646098,0.1462925851703407,175,0
2952,0.010889292196007259,0.012024048096192385,5,278
2953,0.5408348457350273,0.5571142284569138,1168,0
2954,0.6860254083484574,0.7014028056112225,2537,0
2955,0.10163339382940109,0.11222444889779559,71,0
2956,0.034482758620689655,0.03807615230460922,19,144
2957,0.016333938294010888,0.018036072144288578,7,473
2958,0.08711433756805807,0.09619238476953908,115,0
2959,0.1560798548094374,0.16432865731462926,228,0
2960,0.10707803992740472,0.11022044088176353,47,0
2961,0.003629764065335753,0.002004008016032064,2,807
2962,0.038112522686025406,0.03006012024048096,13,49
2963,0.016333938294010888,0.01603206412825651,8,15
2964,0.5662431941923775,0.6092184368737475,927,0
2965,0.1996370235934664,0.20240480961923848,376,0
2966,0.003629764065335753,0.004008016032064128,2,525
2967,0.04900181488203267,0.04609218436873747,35,42
2968,0.014519056261343012,0.014028056112224449,6,1786
2969,0.009074410163339383,0.01002004008016032,5,561
2970,0.036297640653357534,0.03406813627254509,15,85
2971,0.003629764065335753,0.004008016032064128,2,0
2972,0.014519056261343012,0.01603206412825651,7,184
2973,0.009074410163339383,0.01002004008016032,5,953
2974,0.06715063520871144,0.07414829659318638,79,240
2975,0.02722323049001815,0.026052104208416832,19,139
2976,0.030852994555353903,0.03406813627254509,30,2
2977,0.003629764065335753,0.004008016032064128,2,500
2978,0.016333938294010888,0.018036072144288578,9,884
2979,0.30671506352087113,0.3166332665330661,380,0
2980,0.10526315789473684,0.11623246492985972,102,11
2981,0.007259528130671506,0.008016032064128256,3,688
2982,0.0780399274047187,0.07615230460921844,57,4
2983,0.003629764065335753,0.004008016032064128,1,1954
2984,0.043557168784029036,0.04809619238476954,52,159
2985,0.009074410163339383,0.01002004008016032,5,479
2986,0.030852994555353903,0.03006012024048096,15,100
2987,0.32849364791288566,0.35070140280561124,645,0
2988,0.041742286751361164,0.04609218436873747,19,1
2989,0.02722323049001815,0.026052104208416832,27,219
2990,0.2577132486388385,0.2745490981963928,471,0
2991,0.021778584392014518,0.022044088176352707,16,17
2992,0.25226860254083483,0.24849699398797595,359,0
2993,0.09800362976406533,0.10420841683366733,77,0
2994,0.019963702359346643,0.02004008016032064,10,166
2995,0.604355716878403,0.6432865731462926,1053,0
2996,0.21415607985480944,0.22444889779559118,161,0
2997,0.06715063520871144,0.07414829659318638,83,73
2998,0.047186932849364795,0.052104208416833664,24,3
2999,0.29945553539019965,0.3106212424849699,492,0
3000,0.1306715063520871,0.1282565130260521,66,3
3001,0.5480943738656987,0.5731462925851704,1085,0
3002,0.045372050816696916,0.04809619238476954,41,375
3003,0.15245009074410162,0.1623246492985972,177,14
3004,0.09437386569872959,0.10420841683366733,94,21
3005,0.2849364791288566,0.312625250501002,306,0
3006,0.35753176043557167,0.3867735470941884,705,0
3007,0.14337568058076225,0.1402805611222445,58,0
3008,0.5644283121597096,0.5811623246492986,1787,0
3009,0.003629764065335753,0.002004008016032064,2,1321
3010,0.4010889292196007,0.43286573146292584,743,0
3011,0.2631578947368421,0.2845691382765531,203,0
3012,0.20326678765880218,0.22044088176352705,270,0
3013,0.003629764065335753,0.004008016032064128,2,1638
3014,0.003629764065335753,0.004008016032064128,2,613
3015,0.021778584392014518,0.02404809619238477,18,418
3016,0.009074410163339383,0.01002004008016032,5,1548
3017,0.3738656987295826,0.3847695390781563,349,0
3018,0.05989110707803993,0.06613226452905811,64,41
3019,0.04900181488203267,0.052104208416833664,40,13
3020,0.009074410163339383,0.01002004008016032,9,983
3021,0.003629764065335753,0.002004008016032064,2,587
3022,0.009074410163339383,0.01002004008016032,5,1920
3023,0.09618874773139746,0.1062124248496994,63,0
3024,0.045372050816696916,0.04809619238476954,32,27
3025,0.007259528130671506,0.004008016032064128,3,357
3026,0.034482758620689655,0.03406813627254509,15,352
3027,0.009074410163339383,0.01002004008016032,6,528
3028,0.11796733212341198,0.1282565130260521,132,0
3029,0.12159709618874773,0.11823647294589178,68,7
3030,0.631578947368421,0.6492985971943888,1747,0
3031,0.032667876588021776,0.03206412825651302,23,88
3032,0.014519056261343012,0.01603206412825651,8,1551
3033,0.20689655172413793,0.21442885771543085,237,0
3034,0.018148820326678767,0.018036072144288578,8,1059
3035,0.047186932849364795,0.04208416833667335,32,67
3036,0.0054446460980036296,0.006012024048096192,3,344
3037,0.0054446460980036296,0.006012024048096192,2,816
3038,0.07078039927404718,0.06813627254509018,32,90
3039,0.05263157894736842,0.056112224448897796,28,210
3040,0.7858439201451906,0.7855711422845691,1948,0
3041,0.30490018148820325,0.3066132264529058,601,0
3042,0.09074410163339383,0.08817635270541083,55,9
3043,0.08892921960072596,0.09418837675350701,47,0
3044,0.32849364791288566,0.3346693386773547,353,0
3045,0.0018148820326678765,0.002004008016032064,0,202
3046,0.1397459165154265,0.13827655310621242,124,0
3047,0.27041742286751363,0.29458917835671344,684,0
3048,0.24682395644283123,0.2545090180360721,179,0
3049,0.5372050816696915,0.5470941883767535,1481,0
3050,0.029038112522686024,0.03006012024048096,25,12
3051,0.2323049001814882,0.23046092184368738,301,0
3052,0.07078039927404718,0.07414829659318638,57,0
3053,0.41197822141560797,0.44488977955911824,841,0
3054,0.032667876588021776,0.03206412825651302,39,179
3055,0.27041742286751363,0.2865731462925852,371,0
3056,0.003629764065335753,0.004008016032064128,2,642
3057,0.02722323049001815,0.03006012024048096,29,848
3058,0.16878402903811252,0.18036072144288579,113,0
3059,0.24500907441016334,0.2625250501002004,458,0
3060,0.05263157894736842,0.056112224448897796,41,20
3061,0.003629764065335753,0.004008016032064128,2,645
3062,0.007259528130671506,0.008016032064128256,8,303
3063,0.010889292196007259,0.01002004008016032,8,0
3064,0.676950998185118,0.7114228456913828,2119,0
3065,0.0054446460980036296,0.006012024048096192,3,1948
3066,0.029038112522686024,0.03206412825651302,29,9
3067,0.40653357531760437,0.4168336673346693,740,0
3068,0.23411978221415608,0.24248496993987975,275,0
3069,0.4500907441016334,0.43286573146292584,787,0
3070,0.003629764065335753,0.004008016032064128,2,1049
3071,0.2177858439201452,0.21042084168336672,335,0
3072,0.0018148820326678765,0.002004008016032064,0,317
3073,0.23411978221415608,0.24448897795591182,357,0
3074,0.030852994555353903,0.03206412825651302,14,901
3075,0.36116152450090744,0.374749498997996,571,0
3076,0.0054446460980036296,0.006012024048096192,3,105
3077,0.0054446460980036296,0.006012024048096192,3,1188
3078,0.17604355716878403,0.17034068136272545,245,0
3079,0.06170598911070781,0.06412825651302605,70,26
3080,0.4355716878402904,0.4749498997995992,563,0
3081,0.06533575317604355,0.06613226452905811,61,0
3082,0.010889292196007259,0.012024048096192385,7,609
3083,0.018148820326678767,0.018036072144288578,8,510
3084,0.08348457350272233,0.09218436873747494,105,0
3085,0.7477313974591652,0.7895791583166333,2616,0
3086,0.09437386569872959,0.10220440881763528,75,0
3087,0.32123411978221417,0.34468937875751504,284,0
3088,0.08892921960072596,0.08617234468937876,36,0
3089,0.13611615245009073,0.15030060120240482,62,3
3090,0.0054446460980036296,0.006012024048096192,3,0
3091,0.1306715063520871,0.1402805611222445,187,13
3092,0.0544464609800363,0.06012024048096192,34,459
3093,0.023593466424682397,0.026052104208416832,15,80
3094,0.045372050816696916,0.04208416833667335,44,65
3095,0.11796733212341198,0.1282565130260521,133,0
3096,0.029038112522686024,0.03206412825651302,18,412
3097,0.009074410163339383,0.01002004008016032,8,918
3098,0.0054446460980036296,0.006012024048096192,2,78
3099,0.2885662431941924,0.29458917835671344,487,0
3100,0.0018148820326678765,0.002004008016032064,0,223
3101,0.016333938294010888,0.018036072144288578,9,1742
3102,0.19600725952813067,0.21643286573146292,166,0
3103,0.0054446460980036296,0.004008016032064128,3,542
3104,0.0018148820326678765,0.002004008016032064,0,269
3105,0.23411978221415608,0.24849699398797595,429,0
3106,0.021778584392014518,0.02004008016032064,25,230
3107,0.2631578947368421,0.24649298597194388,384,0
3108,0.034482758620689655,0.03406813627254509,14,156
3109,0.007259528130671506,0.006012024048096192,3,659
3110,0.06896551724137931,0.07214428857715431,65,63
3111,0.050816696914700546,0.04609218436873747,16,46
3112,0.4283121597096189,0.44288577154308617,832,0
3113,0.09437386569872959,0.09418837675350701,42,14
3114,0.014519056261343012,0.01603206412825651,15,795
3115,0.021778584392014518,0.02404809619238477,25,381
3116,0.021778584392014518,0.02404809619238477,10,433
3117,0.025408348457350273,0.028056112224448898,13,15
3118,0.20326678765880218,0.21442885771543085,289,3
3119,0.08348457350272233,0.08817635270541083,42,4
3120,0.032667876588021776,0.03406813627254509,16,48
3121,0.014519056261343012,0.01002004008016032,6,414
3122,0.06715063520871144,0.07214428857715431,28,56
3123,0.3430127041742287,0.3727454909819639,351,0
3124,0.26860254083484575,0.27655310621242485,387,0
3125,0.52994555353902,0.5290581162324649,1271,0
3126,0.08166969147005444,0.08216432865731463,43,0
3127,0.2014519056261343,0.218436873747495,310,0
3128,0.012704174228675136,0.014028056112224449,8,691
3129,0.02722323049001815,0.03006012024048096,40,902
3130,0.009074410163339383,0.01002004008016032,4,1792
3131,0.16152450090744103,0.17835671342685372,187,0
3132,0.47368421052631576,0.4729458917835671,886,0
3133,0.032667876588021776,0.03406813627254509,12,299
3134,0.15245009074410162,0.15831663326653306,143,0
3135,0.19600725952813067,0.21442885771543085,139,0
3136,0.0018148820326678765,0.002004008016032064,0,158
3137,0.2177858439201452,0.22444889779559118,242,1
3138,0.6642468239564429,0.7074148296593187,1171,0
3139,0.0054446460980036296,0.002004008016032064,2,898
3140,0.35753176043557167,0.38877755511022044,749,0
3141,0.39201451905626133,0.42084168336673344,557,0
3142,0.06715063520871144,0.07214428857715431,32,10
3143,0.4573502722323049,0.46693386773547096,1161,0
3144,0.010889292196007259,0.012024048096192385,5,698
3145,0.5789473684210527,0.6012024048096193,819,0
3146,0.30671506352087113,0.30861723446893785,773,0
3147,0.5898366606170599,0.6372745490981964,1172,0
3148,0.043557168784029036,0.04809619238476954,65,3
3149,0.09800362976406533,0.10420841683366733,49,18
3150,0.010889292196007259,0.012024048096192385,11,568
3151,0.1161524500907441,0.12424849699398798,55,227
3152,0.29764065335753176,0.3026052104208417,365,0
3153,0.35753176043557167,0.38877755511022044,333,0
3154,0.021778584392014518,0.02404809619238477,10,49
3155,0.0054446460980036296,0.006012024048096192,3,68
3156,0.032667876588021776,0.03406813627254509,15,109
3157,0.0998185117967332,0.10420841683366733,52,347
3158,0.07078039927404718,0.07214428857715431,98,8
3159,0.0852994555353902,0.09218436873747494,46,4
3160,0.030852994555353903,0.03406813627254509,12,25
3161,0.8602540834845736,0.8677354709418837,4206,0
3162,0.021778584392014518,0.02404809619238477,10,410
3163,0.22867513611615245,0.23246492985971945,139,0
3164,0.029038112522686024,0.03006012024048096,21,141
3165,0.5626134301270418,0.5971943887775552,1049,0
3166,0.012704174228675136,0.012024048096192385,6,113
3167,0.045372050816696916,0.04408817635270541,44,49
3168,0.029038112522686024,0.03206412825651302,21,228
3169,0.06533575317604355,0.07014028056112225,27,5
3170,0.06170598911070781,0.06613226452905811,28,0
3171,0.009074410163339383,0.01002004008016032,14,82
3172,0.014519056261343012,0.01603206412825651,8,5
3173,0.09618874773139746,0.10220440881763528,77,10
3174,0.003629764065335753,0.004008016032064128,2,885
3175,0.032667876588021776,0.03406813627254509,42,215
3176,0.1705989110707804,0.18236472945891782,203,0
3177,0.010889292196007259,0.012024048096192385,6,881
3178,0.4319419237749546,0.4308617234468938,1099,0
3179,0.034482758620689655,0.03406813627254509,26,131
3180,0.07985480943738657,0.0781563126252505,33,0
3181,0.012704174228675136,0.012024048096192385,14,309
3182,0.041742286751361164,0.04208416833667335,59,22
3183,0.08892921960072596,0.09819639278557114,79,0
3184,0.045372050816696916,0.050100200400801605,23,149
3185,0.0852994555353902,0.09218436873747494,99,1
3186,0.17422867513611615,0.1843687374749499,79,0
3187,0.010889292196007259,0.01002004008016032,4,323
3188,0.1306715063520871,0.14228456913827656,124,0
3189,0.012704174228675136,0.012024048096192385,18,247
3190,0.034482758620689655,0.03807615230460922,13,782
3191,0.5934664246823956,0.591182364729459,1479,0
3192,0.050816696914700546,0.052104208416833664,22,17
3193,0.007259528130671506,0.008016032064128256,3,0
3194,0.036297640653357534,0.03807615230460922,18,13
3195,0.41742286751361163,0.4288577154308617,736,0
3196,0.10163339382940109,0.11022044088176353,77,0
3197,0.24863883847549909,0.2625250501002004,237,7
3198,0.6442831215970962,0.687374749498998,1340,0
3199,0.23593466424682397,0.24849699398797595,273,0
3200,0.15245009074410162,0.1623246492985972,118,0
3201,0.3793103448275862,0.40480961923847697,787,0
3202,0.003629764065335753,0.004008016032064128,1,1228
3203,0.16152450090744103,0.1623246492985972,141,0
3204,0.4863883847549909,0.48697394789579157,1273,0
3205,0.17967332123411978,0.19238476953907815,104,0
3206,0.09618874773139746,0.10220440881763528,91,0
3207,0.06715063520871144,0.07414829659318638,49,1
3208,0.07078039927404718,0.0781563126252505,40,105
3209,0.2613430127041742,0.2845691382765531,470,1
3210,0.4627949183303085,0.5090180360721442,578,0
3211,0.3684210526315789,0.39879759519038077,417,0
3212,0.010889292196007259,0.012024048096192385,4,841
3213,0.13793103448275862,0.14428857715430862,149,0
3214,0.08711433756805807,0.09418837675350701,33,23
3215,0.010889292196007259,0.012024048096192385,6,803
3216,0.04900181488203267,0.050100200400801605,29,187
3217,0.40653357531760437,0.43687374749499,810,0
3218,0.043557168784029036,0.04408817635270541,24,60
3219,0.16696914700544466,0.17835671342685372,220,0
3220,0.17785843920145192,0.19238476953907815,229,25
3221,0.08166969147005444,0.09018036072144289,50,0
3222,0.24682395644283123,0.26452905811623245,533,0
3223,0.029038112522686024,0.028056112224448898,12,517
3224,0.034482758620689655,0.03206412825651302,14,69
3225,0.38656987295825773,0.3927855711422846,533,0
3226,0.003629764065335753,0.002004008016032064,1,830
3227,0.7967332123411979,0.8396793587174348,1106,0
3228,0.06352087114337568,0.06613226452905811,27,33
3229,0.003629764065335753,0.004008016032064128,2,778
3230,0.1542649727767695,0.17034068136272545,227,0
3231,0.08166969147005444,0.08617234468937876,88,121
3232,0.009074410163339383,0.01002004008016032,6,1505
3233,0.007259528130671506,0.008016032064128256,3,1092
3234,0.06715063520871144,0.07214428857715431,71,0
3235,0.023593466424682397,0.02404809619238477,17,18
3236,0.10526315789473684,0.10420841683366733,55,0
3237,0.05989110707803993,0.06613226452905811,50,95
3238,0.24319419237749546,0.24849699398797595,171,0
3239,0.010889292196007259,0.012024048096192385,5,1028
3240,0.07441016333938294,0.08216432865731463,40,0
3241,0.38475499092558985,0.4168336673346693,840,0
3242,0.2014519056261343,0.21643286573146292,254,0
3243,0.007259528130671506,0.008016032064128256,5,0
3244,0.016333938294010888,0.018036072144288578,9,175
3245,0.014519056261343012,0.01603206412825651,9,541
3246,0.018148820326678767,0.01603206412825651,19,245
3247,0.13430127041742287,0.14829659318637275,73,0
3248,0.2159709618874773,0.23647294589178355,325,0
3249,0.021778584392014518,0.022044088176352707,8,782
3250,0.06715063520871144,0.07214428857715431,24,2
3251,0.003629764065335753,0.004008016032064128,2,821
3252,0.09074410163339383,0.09819639278557114,57,0
3253,0.0852994555353902,0.09018036072144289,75,19
3254,0.08711433756805807,0.09218436873747494,55,1
3255,0.023593466424682397,0.02404809619238477,20,209
3256,0.009074410163339383,0.01002004008016032,4,1083
3257,0.009074410163339383,0.01002004008016032,5,1976
3258,0.003629764065335753,0.004008016032064128,2,607
3259,0.2540834845735027,0.2605210420841683,274,0
3260,0.4500907441016334,0.4729458917835671,813,0
3261,0.014519056261343012,0.012024048096192385,12,217
3262,0.0054446460980036296,0.006012024048096192,3,32
3263,0.007259528130671506,0.008016032064128256,5,0
3264,0.012704174228675136,0.014028056112224449,10,621
3265,0.019963702359346643,0.022044088176352707,9,920
3266,0.1397459165154265,0.15430861723446893,112,6
3267,0.021778584392014518,0.022044088176352707,28,87
3268,0.09437386569872959,0.09819639278557114,48,74
3269,0.012704174228675136,0.014028056112224449,7,720
3270,0.7513611615245009,0.8016032064128257,1251,0
3271,0.029038112522686024,0.03206412825651302,32,89
3272,0.016333938294010888,0.018036072144288578,6,571
3273,0.4863883847549909,0.5190380761523046,1085,0
3274,0.4010889292196007,0.4028056112224449,637,0
3275,0.0054446460980036296,0.006012024048096192,2,1033
3276,0.21052631578947367,0.22845691382765532,217,0
3277,0.018148820326678767,0.02004008016032064,8,76
3278,0.17967332123411978,0.1903807615230461,217,0
3279,0.0925589836660617,0.09218436873747494,50,0
3280,0.16152450090744103,0.15430861723446893,90,0
3281,0.2540834845735027,0.27655310621242485,611,0
3282,0.4029038112522686,0.39879759519038077,518,0
3283,0.023593466424682397,0.02404809619238477,26,11
3284,0.0054446460980036296,0.006012024048096192,2,1185
3285,0.014519056261343012,0.01603206412825651,10,656
3286,0.6098003629764065,0.6432865731462926,1605,0
3287,0.025408348457350273,0.028056112224448898,21,239
3288,0.16333938294010888,0.16032064128256512,119,0
3289,0.0018148820326678765,0.002004008016032064,0,796
3290,0.007259528130671506,0.008016032064128256,5,0
3291,0.0018148820326678765,0.002004008016032064,0,118
3292,0.06533575317604355,0.05811623246492986,64,25
3293,0.003629764065335753,0.004008016032064128,2,1396
3294,0.0998185117967332,0.11022044088176353,61,0
3295,0.04900181488203267,0.050100200400801605,62,10
3296,0.050816696914700546,0.056112224448897796,26,1
3297,0.10707803992740472,0.11823647294589178,55,0
3298,0.025408348457350273,0.026052104208416832,12,224
3299,0.041742286751361164,0.03206412825651302,31,52
3300,0.007259528130671506,0.008016032064128256,4,707
3301,0.17604355716878403,0.18236472945891782,190,4
3302,0.33756805807622503,0.342685370741483,403,0
3303,0.016333938294010888,0.006012024048096192,9,276
3304,0.007259528130671506,0.004008016032064128,4,201
3305,0.06533575317604355,0.07014028056112225,53,50
3306,0.15789473684210525,0.17234468937875752,171,59
3307,0.32667876588021777,0.342685370741483,382,0
3308,0.025408348457350273,0.028056112224448898,30,384
3309,0.3629764065335753,0.35470941883767537,403,0
3310,0.045372050816696916,0.04809619238476954,22,364
3311,0.030852994555353903,0.03206412825651302,26,174
3312,0.1705989110707804,0.1843687374749499,219,85
3313,0.009074410163339383,0.01002004008016032,5,554
3314,0.007259528130671506,0.008016032064128256,8,192
3315,0.003629764065335753,0.004008016032064128,2,789
3316,0.2413793103448276,0.2565130260521042,264,0
3317,0.10526315789473684,0.11022044088176353,82,1
3318,0.09800362976406533,0.10821643286573146,48,20
3319,0.010889292196007259,0.012024048096192385,8,439
3320,0.007259528130671506,0.008016032064128256,3,1290
3321,0.6025408348457351,0.6232464929859719,1245,0
3322,0.012704174228675136,0.008016032064128256,6,196
3323,0.5063520871143375,0.5390781563126252,902,0
3324,0.056261343012704176,0.05410821643286573,34,2
3325,0.003629764065335753,0.004008016032064128,2,469
3326,0.0544464609800363,0.06012024048096192,67,0
3327,0.021778584392014518,0.02404809619238477,10,295
3328,0.032667876588021776,0.03006012024048096,33,0
3329,0.041742286751361164,0.04609218436873747,21,23
3330,0.11433756805807622,0.12224448897795591,90,25
3331,0.05989110707803993,0.06412825651302605,58,0
3332,0.003629764065335753,0.004008016032064128,2,1093
3333,0.09437386569872959,0.09819639278557114,105,14
3334,0.5989110707803993,0.6232464929859719,1686,0
3335,0.18330308529945555,0.20240480961923848,202,0
3336,0.012704174228675136,0.004008016032064128,7,339
3337,0.009074410163339383,0.008016032064128256,11,732
3338,0.20326678765880218,0.1963927855711423,117,0
3339,0.10344827586206896,0.11222444889779559,79,0
3340,0.025408348457350273,0.028056112224448898,24,192
3341,0.11070780399274047,0.11623246492985972,94,58
3342,0.11070780399274047,0.12024048096192384,64,185
3343,0.04900181488203267,0.05410821643286573,20,363
3344,0.44646098003629764,0.48096192384769537,1103,0
3345,0.007259528130671506,0.004008016032064128,3,871
3346,0.308529945553539,0.3286573146292585,365,0
3347,0.21415607985480944,0.22244488977955912,263,0
3348,0.041742286751361164,0.04609218436873747,18,9
3349,0.029038112522686024,0.02404809619238477,21,78
3350,0.010889292196007259,0.012024048096192385,4,1153
3351,0.007259528130671506,0.008016032064128256,4,1049
3352,0.5753176043557169,0.6232464929859719,1361,0
3353,0.010889292196007259,0.01002004008016032,6,499
3354,0.08166969147005444,0.08216432865731463,119,0
3355,0.012704174228675136,0.014028056112224449,7,1308
3356,0.27041742286751363,0.280561122244489,362,0
3357,0.08166969147005444,0.08617234468937876,97,2
3358,0.007259528130671506,0.008016032064128256,5,369
3359,0.21052631578947367,0.22044088176352705,91,0
3360,0.38656987295825773,0.40080160320641284,816,0
3361,0.039927404718693285,0.04408817635270541,36,1211
3362,0.3103448275862069,0.3186372745490982,458,0
3363,0.07259528130671507,0.07414829659318638,47,2
3364,0.21960072595281308,0.23847695390781562,210,0
3365,0.3176043557168784,0.3366733466933868,650,0
3366,0.012704174228675136,0.014028056112224449,11,238
3367,0.038112522686025406,0.04208416833667335,25,77
3368,0.1705989110707804,0.17835671342685372,188,0
